source,target,value
South Sudan,Switzerland,158.0
Spain,Switzerland,874645.0
Sri Lanka,Switzerland,11527.0
Sudan,Switzerland,6258.0
Suriname,Switzerland,17.0
Sweden,Switzerland,31319.0
Syrian Arab Republic,Switzerland,175.0
Tajikistan,Switzerland,12.0
Thailand,Switzerland,102706.0
Togo,Switzerland,606.0
Trinidad and Tobago,Switzerland,299.0
Tunisia,Switzerland,7612.0
Turkey,Switzerland,155415.0
Uganda,Switzerland,5700.0
Ukraine,Switzerland,9457.0
United Arab Emirates,Switzerland,2604.0
United Kingdom,Switzerland,191246.0
United Republic of Tanzania,Switzerland,21361.0
United States of America,Switzerland,326782.0
Uruguay,Switzerland,25646.0
Uzbekistan,Switzerland,190.0
Venezuela (Bolivarian Republic of),Switzerland,2690.0
Viet Nam,Switzerland,63012.0
Western Sahara,Switzerland,786.0
Yemen,Switzerland,9.0
Zambia,Switzerland,163.0
Zimbabwe,Switzerland,2849.0
"China, mainland",Syrian Arab Republic,410.0
France,Syrian Arab Republic,829.0
Georgia,Syrian Arab Republic,20.0
Greece,Syrian Arab Republic,2774.0
India,Syrian Arab Republic,20313.0
Italy,Syrian Arab Republic,3898.0
Jordan,Syrian Arab Republic,1021.0
Lebanon,Syrian Arab Republic,446.0
Pakistan,Syrian Arab Republic,1293.0
Portugal,Syrian Arab Republic,1881.0
Russian Federation,Syrian Arab Republic,1139.0
Spain,Syrian Arab Republic,4077.0
Thailand,Syrian Arab Republic,6712.0
Turkey,Syrian Arab Republic,6068.0
United Arab Emirates,Syrian Arab Republic,68.0
Afghanistan,Thailand,24.0
Albania,Thailand,2.0
Algeria,Thailand,34.0
Argentina,Thailand,362489.0
Australia,Thailand,497323.0
Austria,Thailand,7146.0
Azerbaijan,Thailand,15.0
Bahamas,Thailand,8.0
Bahrain,Thailand,469.0
Bangladesh,Thailand,2097.0
Barbados,Thailand,126.0
Belgium,Thailand,63227.0
Belize,Thailand,31.0
Benin,Thailand,1856.0
Bermuda,Thailand,2.0
Bolivia (Plurinational State of),Thailand,335.0
Brazil,Thailand,1532821.0
Bulgaria,Thailand,4937.0
Burkina Faso,Thailand,14779.0
Burundi,Thailand,1.0
Cambodia,Thailand,290958.0
Cameroon,Thailand,350.0
Canada,Thailand,111841.0
Chad,Thailand,4697.0
Chile,Thailand,24281.0
"China, Hong Kong SAR",Thailand,7486.0
"China, Taiwan Province of",Thailand,36573.0
"China, mainland",Thailand,1295405.0
Colombia,Thailand,2193.0
Congo,Thailand,18.0
Costa Rica,Thailand,1868.0
Croatia,Thailand,32.0
Cuba,Thailand,1529.0
Cyprus,Thailand,117.0
Czechia,Thailand,10001.0
Côte d'Ivoire,Thailand,14405.0
Democratic People's Republic of Korea,Thailand,15.0
Democratic Republic of the Congo,Thailand,8.0
Denmark,Thailand,26113.0
Dominica,Thailand,3.0
Dominican Republic,Thailand,199.0
Ecuador,Thailand,48.0
Egypt,Thailand,2091.0
El Salvador,Thailand,13.0
Estonia,Thailand,261.0
Eswatini,Thailand,3.0
Ethiopia,Thailand,243.0
Fiji,Thailand,214.0
Finland,Thailand,7536.0
France,Thailand,295280.0
Germany,Thailand,184666.0
Ghana,Thailand,1460.0
Greece,Thailand,26450.0
Guatemala,Thailand,502.0
Guinea,Thailand,1484.0
Guinea-Bissau,Thailand,175.0
Guyana,Thailand,80.0
Honduras,Thailand,197.0
Hungary,Thailand,18442.0
Iceland,Thailand,385.0
India,Thailand,228986.0
Indonesia,Thailand,417041.0
Iran (Islamic Republic of),Thailand,3629.0
Ireland,Thailand,22212.0
Israel,Thailand,23551.0
Italy,Thailand,82642.0
Jamaica,Thailand,4.0
Japan,Thailand,126785.0
Jordan,Thailand,34.0
Kazakhstan,Thailand,518.0
Kenya,Thailand,381.0
Kuwait,Thailand,2.0
Lao People's Democratic Republic,Thailand,139685.0
Latvia,Thailand,3890.0
Lebanon,Thailand,7.0
Lithuania,Thailand,446.0
Luxembourg,Thailand,8.0
Madagascar,Thailand,101.0
Malawi,Thailand,242.0
Malaysia,Thailand,405590.0
Mali,Thailand,31010.0
Malta,Thailand,2.0
Mauritania,Thailand,1.0
Mauritius,Thailand,128.0
Mexico,Thailand,10313.0
Morocco,Thailand,5904.0
Mozambique,Thailand,1977.0
Myanmar,Thailand,134109.0
Namibia,Thailand,1.0
Nepal,Thailand,35.0
Netherlands,Thailand,173353.0
New Caledonia,Thailand,7.0
New Zealand,Thailand,355263.0
Nicaragua,Thailand,1812.0
Niger,Thailand,1.0
Nigeria,Thailand,611.0
North Macedonia,Thailand,2.0
Norway,Thailand,3757.0
Oman,Thailand,3.0
Pakistan,Thailand,5609.0
Palestine,Thailand,5.0
Panama,Thailand,123.0
Papua New Guinea,Thailand,101.0
Paraguay,Thailand,35682.0
Peru,Thailand,26433.0
Philippines,Thailand,105684.0
Poland,Thailand,16789.0
Portugal,Thailand,1189.0
Qatar,Thailand,28.0
Republic of Korea,Thailand,160361.0
Republic of Moldova,Thailand,2885.0
Romania,Thailand,191.0
Russian Federation,Thailand,16676.0
Rwanda,Thailand,7.0
Samoa,Thailand,16.0
Saudi Arabia,Thailand,222.0
Senegal,Thailand,3.0
Serbia,Thailand,1982.0
Seychelles,Thailand,3.0
Singapore,Thailand,333723.0
Slovakia,Thailand,577.0
Slovenia,Thailand,3012.0
Solomon Islands,Thailand,10.0
South Africa,Thailand,7607.0
Spain,Thailand,59298.0
Sri Lanka,Thailand,8039.0
Sudan,Thailand,329.0
Suriname,Thailand,104.0
Sweden,Thailand,9969.0
Switzerland,Thailand,29779.0
Syrian Arab Republic,Thailand,902.0
Thailand,Thailand,22905.0
Togo,Thailand,1599.0
Tokelau,Thailand,76.0
Tonga,Thailand,5.0
Trinidad and Tobago,Thailand,71.0
Tunisia,Thailand,7571.0
Turkey,Thailand,26064.0
Turkmenistan,Thailand,2686.0
Uganda,Thailand,2535.0
Ukraine,Thailand,466782.0
United Arab Emirates,Thailand,37416.0
United Kingdom,Thailand,226188.0
United Republic of Tanzania,Thailand,6130.0
United States of America,Thailand,1639212.0
Uruguay,Thailand,2622.0
Uzbekistan,Thailand,52.0
Venezuela (Bolivarian Republic of),Thailand,257.0
Viet Nam,Thailand,360371.0
Yemen,Thailand,1.0
Zambia,Thailand,1188.0
Zimbabwe,Thailand,1068.0
Albania,Togo,4.0
Algeria,Togo,48.0
Argentina,Togo,105.0
Australia,Togo,11.0
Austria,Togo,690.0
Bangladesh,Togo,23.0
Belgium,Togo,5665.0
Benin,Togo,1238.0
Brazil,Togo,10973.0
Burkina Faso,Togo,3081.0
Cameroon,Togo,38.0
Canada,Togo,13443.0
Chile,Togo,22.0
"China, Hong Kong SAR",Togo,120.0
"China, Taiwan Province of",Togo,20.0
"China, mainland",Togo,15410.0
Colombia,Togo,813.0
Croatia,Togo,1.0
Czechia,Togo,111.0
Côte d'Ivoire,Togo,4076.0
Democratic Republic of the Congo,Togo,6.0
Denmark,Togo,280.0
Egypt,Togo,683.0
France,Togo,29135.0
Germany,Togo,2914.0
Ghana,Togo,17575.0
Greece,Togo,34.0
Guatemala,Togo,2585.0
Honduras,Togo,3.0
India,Togo,6462.0
Indonesia,Togo,8474.0
Iran (Islamic Republic of),Togo,13.0
Ireland,Togo,11557.0
Italy,Togo,1321.0
Japan,Togo,3.0
Kenya,Togo,53.0
Latvia,Togo,69.0
Lebanon,Togo,573.0
Lithuania,Togo,22.0
Malaysia,Togo,10437.0
Mali,Togo,2.0
Malta,Togo,6.0
Mauritius,Togo,5.0
Morocco,Togo,640.0
Netherlands,Togo,8547.0
New Zealand,Togo,68.0
Nicaragua,Togo,237.0
Nigeria,Togo,4615.0
Norway,Togo,7.0
Oman,Togo,36.0
Pakistan,Togo,2618.0
Panama,Togo,7.0
Paraguay,Togo,31.0
Peru,Togo,34.0
Poland,Togo,2303.0
Portugal,Togo,103.0
Republic of Korea,Togo,7.0
Saudi Arabia,Togo,52.0
Senegal,Togo,2655.0
Singapore,Togo,201.0
South Africa,Togo,775.0
Spain,Togo,2367.0
Sri Lanka,Togo,47.0
Sweden,Togo,116.0
Switzerland,Togo,168.0
Syrian Arab Republic,Togo,1.0
Thailand,Togo,8297.0
Tunisia,Togo,864.0
Turkey,Togo,8278.0
Uganda,Togo,13.0
Ukraine,Togo,640.0
United Arab Emirates,Togo,1575.0
United Kingdom,Togo,806.0
United Republic of Tanzania,Togo,12.0
United States of America,Togo,443.0
Uruguay,Togo,6.0
Viet Nam,Togo,833.0
Fiji,Tonga,28.0
New Zealand,Tonga,8.0
Brazil,Trinidad and Tobago,3924.0
Canada,Trinidad and Tobago,21.0
Guyana,Trinidad and Tobago,13393.0
India,Trinidad and Tobago,423.0
Pakistan,Trinidad and Tobago,219.0
Paraguay,Trinidad and Tobago,1043.0
Thailand,Trinidad and Tobago,458.0
United States of America,Trinidad and Tobago,747.0
Afghanistan,Tunisia,91.0
Albania,Tunisia,1.0
Algeria,Tunisia,4102.0
Antigua and Barbuda,Tunisia,2550.0
Argentina,Tunisia,117285.0
Australia,Tunisia,1536.0
Austria,Tunisia,3203.0
Azerbaijan,Tunisia,40.0
Bahamas,Tunisia,1.0
Bangladesh,Tunisia,2629.0
Belgium,Tunisia,4434.0
Benin,Tunisia,316.0
Bolivia (Plurinational State of),Tunisia,41.0
Brazil,Tunisia,213195.0
Bulgaria,Tunisia,22627.0
Cameroon,Tunisia,737.0
Canada,Tunisia,96039.0
Chile,Tunisia,366.0
"China, Hong Kong SAR",Tunisia,35.0
"China, Taiwan Province of",Tunisia,4.0
"China, mainland",Tunisia,11494.0
Colombia,Tunisia,1244.0
Comoros,Tunisia,19.0
Costa Rica,Tunisia,1053.0
Croatia,Tunisia,454.0
Cuba,Tunisia,35.0
Cyprus,Tunisia,45.0
Czechia,Tunisia,490.0
Côte d'Ivoire,Tunisia,1074.0
Denmark,Tunisia,3908.0
Dominican Republic,Tunisia,649.0
Ecuador,Tunisia,13188.0
Egypt,Tunisia,31898.0
Estonia,Tunisia,4192.0
Ethiopia,Tunisia,407.0
Finland,Tunisia,4740.0
France,Tunisia,141769.0
Georgia,Tunisia,652.0
Germany,Tunisia,27054.0
Ghana,Tunisia,11063.0
Greece,Tunisia,48560.0
Guatemala,Tunisia,71.0
Hungary,Tunisia,2532.0
India,Tunisia,40723.0
Indonesia,Tunisia,33994.0
Iran (Islamic Republic of),Tunisia,1368.0
Iraq,Tunisia,11.0
Ireland,Tunisia,5633.0
Italy,Tunisia,166592.0
Jamaica,Tunisia,11.0
Japan,Tunisia,233.0
Jordan,Tunisia,482.0
Kazakhstan,Tunisia,1268.0
Kenya,Tunisia,21.0
Kyrgyzstan,Tunisia,1395.0
Lao People's Democratic Republic,Tunisia,2.0
Latvia,Tunisia,968.0
Lebanon,Tunisia,4170.0
Libya,Tunisia,4992.0
Lithuania,Tunisia,7.0
Luxembourg,Tunisia,1842.0
Madagascar,Tunisia,88.0
Malawi,Tunisia,2655.0
Malaysia,Tunisia,7480.0
Mali,Tunisia,108.0
Malta,Tunisia,117.0
Mauritania,Tunisia,13.0
Mauritius,Tunisia,121.0
Mexico,Tunisia,826.0
Morocco,Tunisia,17733.0
Myanmar,Tunisia,12.0
Netherlands,Tunisia,27454.0
New Zealand,Tunisia,1984.0
Nicaragua,Tunisia,3.0
Nigeria,Tunisia,932.0
North Macedonia,Tunisia,10.0
Norway,Tunisia,1108.0
Oman,Tunisia,297.0
Pakistan,Tunisia,1620.0
Panama,Tunisia,2.0
Papua New Guinea,Tunisia,10.0
Paraguay,Tunisia,59245.0
Peru,Tunisia,67.0
Philippines,Tunisia,217.0
Poland,Tunisia,2960.0
Portugal,Tunisia,1933.0
Republic of Korea,Tunisia,34.0
Republic of Moldova,Tunisia,1726.0
Romania,Tunisia,22216.0
Russian Federation,Tunisia,80821.0
Saudi Arabia,Tunisia,910.0
Senegal,Tunisia,103.0
Serbia,Tunisia,65640.0
Singapore,Tunisia,570.0
Slovakia,Tunisia,2210.0
Slovenia,Tunisia,12.0
South Africa,Tunisia,110.0
Spain,Tunisia,64290.0
Sri Lanka,Tunisia,67.0
Sudan,Tunisia,11919.0
Sweden,Tunisia,2058.0
Switzerland,Tunisia,18206.0
Syrian Arab Republic,Tunisia,9559.0
Thailand,Tunisia,746.0
Togo,Tunisia,161.0
Turkey,Tunisia,38084.0
Uganda,Tunisia,5661.0
Ukraine,Tunisia,305787.0
United Arab Emirates,Tunisia,4297.0
United Kingdom,Tunisia,60728.0
United States of America,Tunisia,235020.0
Unspecified Area,Tunisia,28338.0
Uruguay,Tunisia,7191.0
Uzbekistan,Tunisia,1.0
Viet Nam,Tunisia,20282.0
Zimbabwe,Tunisia,946.0
Afghanistan,Turkey,7778.0
Albania,Turkey,4351.0
Algeria,Turkey,15686.0
Angola,Turkey,74.0
Argentina,Turkey,295850.0
Australia,Turkey,55722.0
Austria,Turkey,92146.0
Azerbaijan,Turkey,11446.0
Bahamas,Turkey,9.0
Bahrain,Turkey,374.0
Bangladesh,Turkey,4324.0
Belarus,Turkey,972.0
Belgium,Turkey,70708.0
Benin,Turkey,2849.0
Bolivia (Plurinational State of),Turkey,807.0
Bosnia and Herzegovina,Turkey,203774.0
Brazil,Turkey,632380.0
Bulgaria,Turkey,185160.0
Burkina Faso,Turkey,44742.0
Burundi,Turkey,42.0
Cambodia,Turkey,323.0
Cameroon,Turkey,19352.0
Canada,Turkey,357118.0
Chad,Turkey,23500.0
Chile,Turkey,47905.0
"China, Hong Kong SAR",Turkey,316.0
"China, Taiwan Province of",Turkey,1178.0
"China, mainland",Turkey,106610.0
Colombia,Turkey,7636.0
Comoros,Turkey,46.0
Congo,Turkey,881.0
Costa Rica,Turkey,16192.0
Croatia,Turkey,4502.0
Cuba,Turkey,401.0
Czechia,Turkey,66354.0
Côte d'Ivoire,Turkey,250249.0
Democratic Republic of the Congo,Turkey,1567.0
Denmark,Turkey,26589.0
Dominican Republic,Turkey,1359.0
Ecuador,Turkey,87493.0
Egypt,Turkey,49426.0
El Salvador,Turkey,273.0
Estonia,Turkey,5654.0
Eswatini,Turkey,4.0
Ethiopia,Turkey,22531.0
Fiji,Turkey,38.0
Finland,Turkey,7077.0
France,Turkey,221090.0
Georgia,Turkey,3942.0
Germany,Turkey,497765.0
Ghana,Turkey,155139.0
Gibraltar,Turkey,8.0
Greece,Turkey,166971.0
Greenland,Turkey,11.0
Grenada,Turkey,1.0
Guatemala,Turkey,9880.0
Guinea,Turkey,6234.0
Guinea-Bissau,Turkey,1588.0
Guyana,Turkey,19.0
Haiti,Turkey,63.0
Honduras,Turkey,731.0
Hungary,Turkey,95022.0
Iceland,Turkey,276.0
India,Turkey,194821.0
Indonesia,Turkey,175488.0
Iran (Islamic Republic of),Turkey,39875.0
Iraq,Turkey,8429.0
Ireland,Turkey,58832.0
Israel,Turkey,21142.0
Italy,Turkey,219355.0
Jamaica,Turkey,56.0
Japan,Turkey,2961.0
Jordan,Turkey,1333.0
Kazakhstan,Turkey,37185.0
Kenya,Turkey,7753.0
Kuwait,Turkey,32.0
Kyrgyzstan,Turkey,25777.0
Latvia,Turkey,30407.0
Lebanon,Turkey,7436.0
Liberia,Turkey,136.0
Libya,Turkey,3542.0
Lithuania,Turkey,94749.0
Luxembourg,Turkey,329.0
Madagascar,Turkey,331.0
Malawi,Turkey,16171.0
Malaysia,Turkey,573907.0
Maldives,Turkey,501.0
Mali,Turkey,8093.0
Malta,Turkey,6.0
Marshall Islands,Turkey,24.0
Mauritania,Turkey,442.0
Mauritius,Turkey,174.0
Mexico,Turkey,126676.0
Montenegro,Turkey,36.0
Morocco,Turkey,20159.0
Mozambique,Turkey,48683.0
Myanmar,Turkey,334.0
Namibia,Turkey,7.0
Netherlands,Turkey,330315.0
New Zealand,Turkey,29306.0
Nicaragua,Turkey,103.0
Nigeria,Turkey,130463.0
North Macedonia,Turkey,2368.0
Northern Mariana Islands,Turkey,17.0
Norway,Turkey,2160.0
Oman,Turkey,291.0
Pakistan,Turkey,5344.0
Palestine,Turkey,3284.0
Panama,Turkey,1098.0
Papua New Guinea,Turkey,61.0
Paraguay,Turkey,259419.0
Peru,Turkey,2636.0
Philippines,Turkey,16565.0
Poland,Turkey,105251.0
Portugal,Turkey,7470.0
Qatar,Turkey,4149.0
Republic of Korea,Turkey,4587.0
Republic of Moldova,Turkey,124544.0
Romania,Turkey,144332.0
Russian Federation,Turkey,1783480.0
Rwanda,Turkey,91.0
Saint Lucia,Turkey,1.0
San Marino,Turkey,60.0
Saudi Arabia,Turkey,13471.0
Senegal,Turkey,1360.0
Serbia,Turkey,16033.0
Singapore,Turkey,2510.0
Slovakia,Turkey,43848.0
Slovenia,Turkey,1830.0
Solomon Islands,Turkey,13.0
Somalia,Turkey,708.0
South Africa,Turkey,2787.0
Spain,Turkey,143942.0
Sri Lanka,Turkey,35646.0
Sudan,Turkey,41380.0
Suriname,Turkey,43.0
Sweden,Turkey,23981.0
Switzerland,Turkey,60652.0
Syrian Arab Republic,Turkey,48384.0
Tajikistan,Turkey,24433.0
Thailand,Turkey,103562.0
Togo,Turkey,2323.0
Trinidad and Tobago,Turkey,29.0
Tunisia,Turkey,11981.0
Turkmenistan,Turkey,182046.0
Uganda,Turkey,8268.0
Ukraine,Turkey,713848.0
United Arab Emirates,Turkey,7769.0
United Kingdom,Turkey,171182.0
United Republic of Tanzania,Turkey,19584.0
United States of America,Turkey,1283934.0
Unspecified Area,Turkey,60213.0
Uruguay,Turkey,164264.0
Uzbekistan,Turkey,62521.0
Venezuela (Bolivarian Republic of),Turkey,2622.0
Viet Nam,Turkey,44244.0
Zambia,Turkey,1282.0
Zimbabwe,Turkey,9892.0
"China, mainland",Tuvalu,23.0
Fiji,Tuvalu,348.0
New Zealand,Tuvalu,1.0
"China, mainland",Uganda,3783.0
India,Uganda,518.0
Italy,Uganda,5.0
Pakistan,Uganda,182.0
Romania,Uganda,161.0
South Africa,Uganda,4.0
Thailand,Uganda,133.0
United Arab Emirates,Uganda,33.0
United Republic of Tanzania,Uganda,210.0
Belgium,Ukraine,34.0
Bulgaria,Ukraine,29.0
Cambodia,Ukraine,26.0
Denmark,Ukraine,3.0
France,Ukraine,5.0
Hungary,Ukraine,1.0
India,Ukraine,9615.0
Italy,Ukraine,637.0
Kazakhstan,Ukraine,805.0
Pakistan,Ukraine,7648.0
Poland,Ukraine,5.0
Russian Federation,Ukraine,3050.0
Spain,Ukraine,20.0
Thailand,Ukraine,1079.0
United Kingdom,Ukraine,2.0
United States of America,Ukraine,933.0
Afghanistan,United Arab Emirates,6024.0
Albania,United Arab Emirates,40.0
Algeria,United Arab Emirates,8120.0
Antigua and Barbuda,United Arab Emirates,1.0
Argentina,United Arab Emirates,135384.0
Armenia,United Arab Emirates,945.0
Aruba,United Arab Emirates,151.0
Australia,United Arab Emirates,716920.0
Austria,United Arab Emirates,30231.0
Azerbaijan,United Arab Emirates,1165.0
Bahamas,United Arab Emirates,320.0
Bahrain,United Arab Emirates,58526.0
Bangladesh,United Arab Emirates,14431.0
Barbados,United Arab Emirates,15.0
Belarus,United Arab Emirates,245.0
Belgium,United Arab Emirates,138246.0
Belize,United Arab Emirates,638.0
Bermuda,United Arab Emirates,1.0
Bhutan,United Arab Emirates,1.0
Bolivia (Plurinational State of),United Arab Emirates,880.0
Bosnia and Herzegovina,United Arab Emirates,326.0
Brazil,United Arab Emirates,858355.0
Brunei Darussalam,United Arab Emirates,16.0
Bulgaria,United Arab Emirates,192616.0
Burkina Faso,United Arab Emirates,10.0
Burundi,United Arab Emirates,608.0
Cambodia,United Arab Emirates,52.0
Cameroon,United Arab Emirates,55.0
Canada,United Arab Emirates,578231.0
Chile,United Arab Emirates,46699.0
"China, Hong Kong SAR",United Arab Emirates,11153.0
"China, Macao SAR",United Arab Emirates,37.0
"China, Taiwan Province of",United Arab Emirates,3962.0
"China, mainland",United Arab Emirates,381755.0
Colombia,United Arab Emirates,11727.0
Comoros,United Arab Emirates,5662.0
Costa Rica,United Arab Emirates,1629.0
Croatia,United Arab Emirates,3515.0
Cuba,United Arab Emirates,802.0
Cyprus,United Arab Emirates,12868.0
Czechia,United Arab Emirates,19980.0
Côte d'Ivoire,United Arab Emirates,19025.0
Democratic Republic of the Congo,United Arab Emirates,4.0
Denmark,United Arab Emirates,93585.0
Djibouti,United Arab Emirates,45.0
Dominica,United Arab Emirates,1.0
Dominican Republic,United Arab Emirates,1096.0
Ecuador,United Arab Emirates,39531.0
Egypt,United Arab Emirates,298341.0
El Salvador,United Arab Emirates,26.0
Estonia,United Arab Emirates,128.0
Eswatini,United Arab Emirates,1044.0
Ethiopia,United Arab Emirates,79957.0
Faroe Islands,United Arab Emirates,3.0
Fiji,United Arab Emirates,1490.0
Finland,United Arab Emirates,7093.0
France,United Arab Emirates,391474.0
Gabon,United Arab Emirates,12.0
Gambia,United Arab Emirates,1.0
Georgia,United Arab Emirates,1903.0
Germany,United Arab Emirates,315907.0
Ghana,United Arab Emirates,6094.0
Greece,United Arab Emirates,24194.0
Guatemala,United Arab Emirates,37233.0
Guinea,United Arab Emirates,2.0
Guinea-Bissau,United Arab Emirates,181.0
Guyana,United Arab Emirates,6.0
Haiti,United Arab Emirates,15.0
Honduras,United Arab Emirates,4982.0
Hungary,United Arab Emirates,13313.0
Iceland,United Arab Emirates,5.0
India,United Arab Emirates,1806546.0
Indonesia,United Arab Emirates,237991.0
Iran (Islamic Republic of),United Arab Emirates,236743.0
Iraq,United Arab Emirates,52076.0
Ireland,United Arab Emirates,143436.0
Italy,United Arab Emirates,349831.0
Jamaica,United Arab Emirates,27.0
Japan,United Arab Emirates,54373.0
Jordan,United Arab Emirates,131171.0
Kazakhstan,United Arab Emirates,4504.0
Kenya,United Arab Emirates,92393.0
Kiribati,United Arab Emirates,1.0
Kuwait,United Arab Emirates,27133.0
Kyrgyzstan,United Arab Emirates,102.0
Lao People's Democratic Republic,United Arab Emirates,376.0
Latvia,United Arab Emirates,6308.0
Lebanon,United Arab Emirates,59040.0
Libya,United Arab Emirates,254.0
Lithuania,United Arab Emirates,62010.0
Luxembourg,United Arab Emirates,580.0
Madagascar,United Arab Emirates,6794.0
Malawi,United Arab Emirates,4117.0
Malaysia,United Arab Emirates,206583.0
Maldives,United Arab Emirates,51.0
Mali,United Arab Emirates,6.0
Malta,United Arab Emirates,10625.0
Mauritania,United Arab Emirates,23.0
Mauritius,United Arab Emirates,3503.0
Mexico,United Arab Emirates,29699.0
Montenegro,United Arab Emirates,1412.0
Morocco,United Arab Emirates,26279.0
Mozambique,United Arab Emirates,10847.0
Myanmar,United Arab Emirates,10117.0
Namibia,United Arab Emirates,2040.0
Nepal,United Arab Emirates,65.0
Netherlands,United Arab Emirates,478715.0
New Zealand,United Arab Emirates,348598.0
Nicaragua,United Arab Emirates,4833.0
Nigeria,United Arab Emirates,6777.0
North Macedonia,United Arab Emirates,528.0
Norway,United Arab Emirates,3649.0
Oman,United Arab Emirates,494258.0
Pakistan,United Arab Emirates,336118.0
Palestine,United Arab Emirates,7901.0
Panama,United Arab Emirates,376.0
Papua New Guinea,United Arab Emirates,41.0
Paraguay,United Arab Emirates,22456.0
Peru,United Arab Emirates,12113.0
Philippines,United Arab Emirates,173942.0
Poland,United Arab Emirates,109704.0
Portugal,United Arab Emirates,14120.0
Qatar,United Arab Emirates,8383.0
Republic of Korea,United Arab Emirates,69197.0
Republic of Moldova,United Arab Emirates,163.0
Romania,United Arab Emirates,109668.0
Russian Federation,United Arab Emirates,62618.0
Rwanda,United Arab Emirates,1996.0
San Marino,United Arab Emirates,2.0
Saudi Arabia,United Arab Emirates,747800.0
Senegal,United Arab Emirates,168.0
Serbia,United Arab Emirates,3147.0
Seychelles,United Arab Emirates,42.0
Singapore,United Arab Emirates,74567.0
Slovakia,United Arab Emirates,1406.0
Slovenia,United Arab Emirates,2416.0
Somalia,United Arab Emirates,12625.0
South Africa,United Arab Emirates,300959.0
Spain,United Arab Emirates,370471.0
Sri Lanka,United Arab Emirates,79515.0
Sudan,United Arab Emirates,81662.0
Suriname,United Arab Emirates,3.0
Sweden,United Arab Emirates,17546.0
Switzerland,United Arab Emirates,124494.0
Syrian Arab Republic,United Arab Emirates,29073.0
Tajikistan,United Arab Emirates,311.0
Thailand,United Arab Emirates,187914.0
Togo,United Arab Emirates,89.0
Trinidad and Tobago,United Arab Emirates,39.0
Tunisia,United Arab Emirates,12798.0
Turkey,United Arab Emirates,269030.0
Turkmenistan,United Arab Emirates,3809.0
Uganda,United Arab Emirates,3372.0
Ukraine,United Arab Emirates,91472.0
United Kingdom,United Arab Emirates,259404.0
United Republic of Tanzania,United Arab Emirates,33284.0
United States of America,United Arab Emirates,1105576.0
Unspecified Area,United Arab Emirates,665412.0
Uruguay,United Arab Emirates,6125.0
Uzbekistan,United Arab Emirates,5772.0
Vanuatu,United Arab Emirates,165.0
Venezuela (Bolivarian Republic of),United Arab Emirates,23.0
Viet Nam,United Arab Emirates,177783.0
Yemen,United Arab Emirates,4952.0
Zambia,United Arab Emirates,1471.0
Zimbabwe,United Arab Emirates,53311.0
Afghanistan,United Kingdom,198.0
Albania,United Kingdom,1011.0
Algeria,United Kingdom,2367.0
Antigua and Barbuda,United Kingdom,45.0
Argentina,United Kingdom,747711.0
Armenia,United Kingdom,34.0
Australia,United Kingdom,498358.0
Austria,United Kingdom,292817.0
Bahamas,United Kingdom,131.0
Bahrain,United Kingdom,43.0
Bangladesh,United Kingdom,18666.0
Barbados,United Kingdom,2672.0
Belarus,United Kingdom,628.0
Belgium,United Kingdom,2861791.0
Belize,United Kingdom,69045.0
Bermuda,United Kingdom,4.0
Bolivia (Plurinational State of),United Kingdom,48995.0
Bosnia and Herzegovina,United Kingdom,590.0
Botswana,United Kingdom,20675.0
Brazil,United Kingdom,1105369.0
British Virgin Islands,United Kingdom,1779.0
Bulgaria,United Kingdom,47251.0
Burkina Faso,United Kingdom,1891.0
Burundi,United Kingdom,894.0
Cambodia,United Kingdom,11692.0
Cameroon,United Kingdom,38403.0
Canada,United Kingdom,296704.0
Cayman Islands,United Kingdom,87.0
Chile,United Kingdom,592436.0
"China, Hong Kong SAR",United Kingdom,32942.0
"China, Macao SAR",United Kingdom,54.0
"China, Taiwan Province of",United Kingdom,30341.0
"China, mainland",United Kingdom,710262.0
Colombia,United Kingdom,407884.0
Comoros,United Kingdom,92.0
Congo,United Kingdom,84.0
Costa Rica,United Kingdom,257065.0
Croatia,United Kingdom,9200.0
Cuba,United Kingdom,11342.0
Cyprus,United Kingdom,88738.0
Czechia,United Kingdom,191282.0
Côte d'Ivoire,United Kingdom,327004.0
Democratic People's Republic of Korea,United Kingdom,5.0
Democratic Republic of the Congo,United Kingdom,173.0
Denmark,United Kingdom,1553769.0
Djibouti,United Kingdom,4505.0
Dominica,United Kingdom,351.0
Dominican Republic,United Kingdom,190912.0
Ecuador,United Kingdom,80329.0
Egypt,United Kingdom,191106.0
El Salvador,United Kingdom,22689.0
Equatorial Guinea,United Kingdom,102.0
Eritrea,United Kingdom,10.0
Estonia,United Kingdom,13876.0
Eswatini,United Kingdom,36456.0
Ethiopia,United Kingdom,45198.0
Falkland Islands (Malvinas),United Kingdom,1575.0
Faroe Islands,United Kingdom,32.0
Fiji,United Kingdom,28017.0
Finland,United Kingdom,36072.0
France,United Kingdom,5064815.0
French Polynesia,United Kingdom,14.0
Gabon,United Kingdom,66.0
Gambia,United Kingdom,4298.0
Georgia,United Kingdom,3511.0
Germany,United Kingdom,4834400.0
Ghana,United Kingdom,142966.0
Greece,United Kingdom,344024.0
Grenada,United Kingdom,1082.0
Guatemala,United Kingdom,113145.0
Guinea,United Kingdom,82.0
Guyana,United Kingdom,33071.0
Haiti,United Kingdom,167.0
Honduras,United Kingdom,61070.0
Hungary,United Kingdom,197263.0
